trip_id,start_time,end_time,start_station,end_station,duration_minutes,member_type
19504,2023-07-20 18:09:38,2023-07-20 18:21:38,Oak Avenue,Tech Campus,12,casual
19516,2023-07-20 18:09:39,2023-07-20 18:21:39,Central Park,University,12,member
19491,2023-07-20 18:12:36,2023-07-20 18:29:36,Lakeside,Pine Road,17,casual
19521,2023-07-20 18:13:40,2023-07-20 18:16:40,Midtown,Lakeside,3,member
19501,2023-07-20 18:14:45,2023-07-20 18:17:45,Market Square,Maple Drive,3,member
19497,2023-07-20 18:15:06,2023-07-20 18:18:06,Downtown,City Hall,3,casual
19496,2023-07-20 18:15:31,2023-07-20 18:38:31,Maple Drive,Harbor View,23,member
19478,2023-07-20 18:15:57,2023-07-20 18:45:57,Maple Drive,Downtown,30,member
19511,2023-07-20 18:16:52,2023-07-20 18:49:52,Pine Road,Riverside,33,member
19510,2023-07-20 18:17:31,2023-07-20 18:51:31,University,Pine Road,34,member
19505,2023-07-20 18:18:03,2023-07-20 18:26:03,Downtown,Market Square,8,member
19503,2023-07-20 18:19:02,2023-07-20 18:35:02,University,Pine Road,16,casual
19495,2023-07-20 18:19:18,2023-07-20 18:54:18,Union Station,Elm Street,35,casual
19469,2023-07-20 18:22:14,2023-07-20 18:35:14,Midtown,Elm Street,13,member
19520,2023-07-20 18:23:21,2023-07-20 18:33:21,Harbor View,Pine Road,10,member
19467,2023-07-20 18:26:10,2023-07-20 18:51:10,Oak Avenue,Central Park,25,member
19509,2023-07-20 18:26:37,2023-07-20 18:52:37,Tech Campus,Elm Street,26,casual
19519,2023-07-20 18:28:40,2023-07-20 18:45:40,Harbor View,Riverside,17,member
19517,2023-07-20 18:30:24,2023-07-20 18:35:24,Pine Road,Oak Avenue,5,member
19500,2023-07-20 18:30:38,2023-07-20 18:49:38,Riverside,Elm Street,19,member
19477,2023-07-20 18:35:13,2023-07-20 19:05:13,Downtown,Pine Road,30,member
19466,2023-07-20 18:35:43,2023-07-20 18:41:43,Maple Drive,Maple Drive,6,member
19468,2023-07-20 18:36:06,2023-07-20 18:49:06,University,Harbor View,13,member
19476,2023-07-20 18:36:50,2023-07-20 18:48:50,Elm Street,University,12,member
19493,2023-07-20 18:37:33,2023-07-20 19:06:33,Market Square,Riverside,29,casual
19471,2023-07-20 18:39:32,2023-07-20 18:48:32,Harbor View,Pine Road,9,casual
19480,2023-07-20 18:39:42,2023-07-20 19:14:42,City Hall,City Hall,35,casual
19470,2023-07-20 18:41:13,2023-07-20 18:58:13,Oak Avenue,Lakeside,17,casual
19489,2023-07-20 18:42:01,2023-07-20 19:01:01,Midtown,Lakeside,19,casual
19502,2023-07-20 18:42:04,2023-07-20 18:51:04,University,City Hall,9,casual
19523,2023-07-20 18:42:05,2023-07-20 18:58:05,Lakeside,Central Park,16,member
19490,2023-07-20 18:43:56,2023-07-20 19:12:56,Harbor View,Harbor View,29,member
19508,2023-07-20 18:44:19,2023-07-20 19:13:19,Midtown,Oak Avenue,29,member
19522,2023-07-20 18:44:27,2023-07-20 18:57:27,Harbor View,City Hall,13,member
19479,2023-07-20 18:46:09,2023-07-20 19:00:09,Elm Street,Oak Avenue,14,casual
19472,2023-07-20 18:46:15,2023-07-20 18:58:15,Elm Street,Maple Drive,12,member
19481,2023-07-20 18:47:21,2023-07-20 19:03:21,Lakeside,Elm Street,16,member
19507,2023-07-20 18:48:03,2023-07-20 19:00:03,Elm Street,Downtown,12,member
19514,2023-07-20 18:48:05,2023-07-20 19:02:05,Midtown,Elm Street,14,casual
19494,2023-07-20 18:49:44,2023-07-20 19:15:44,Riverside,Central Park,26,casual
19465,2023-07-20 18:50:15,2023-07-20 19:09:15,Lakeside,Elm Street,19,member
19499,2023-07-20 18:50:44,2023-07-20 19:00:44,Maple Drive,Riverside,10,member
19518,2023-07-20 18:52:03,2023-07-20 19:11:03,Lakeside,Elm Street,19,member
19492,2023-07-20 18:52:28,2023-07-20 19:26:28,Oak Avenue,Pine Road,34,member
19473,2023-07-20 18:54:50,2023-07-20 19:29:50,Downtown,Midtown,35,member
19506,2023-07-20 18:55:31,2023-07-20 19:23:31,Riverside,Midtown,28,member
19486,2023-07-20 18:56:05,2023-07-20 18:59:05,Market Square,Union Station,3,member
19488,2023-07-20 18:56:13,2023-07-20 19:17:13,Union Station,Midtown,21,casual
19483,2023-07-20 18:56:54,2023-07-20 19:16:54,Lakeside,Midtown,20,member
19513,2023-07-20 18:57:00,2023-07-20 19:13:00,Tech Campus,Central Park,16,casual
19475,2023-07-20 18:57:49,2023-07-20 19:05:49,Maple Drive,Market Square,8,casual
19570,2023-07-20 19:02:12,2023-07-20 19:17:12,Pine Road,University,15,casual
19555,2023-07-20 19:02:35,2023-07-20 19:33:35,City Hall,Maple Drive,31,casual
19564,2023-07-20 19:03:38,2023-07-20 19:36:38,Union Station,University,33,casual
19561,2023-07-20 19:04:07,2023-07-20 19:13:07,Downtown,Downtown,9,member
19530,2023-07-20 19:04:15,2023-07-20 19:12:15,Market Square,Riverside,8,member
19571,2023-07-20 19:10:26,2023-07-20 19:19:26,Midtown,University,9,member
19567,2023-07-20 19:11:26,2023-07-20 19:40:26,Maple Drive,Central Park,29,member
19560,2023-07-20 19:11:47,2023-07-20 19:47:47,Tech Campus,Maple Drive,36,member
19545,2023-07-20 19:12:11,2023-07-20 19:17:11,Riverside,Harbor View,5,member
19525,2023-07-20 19:13:59,2023-07-20 19:24:59,Midtown,Market Square,11,member
19536,2023-07-20 19:15:41,2023-07-20 19:29:41,City Hall,Central Park,14,member
19559,2023-07-20 19:15:41,2023-07-20 19:26:41,Market Square,Central Park,11,casual
19541,2023-07-20 19:15:51,2023-07-20 19:32:51,Oak Avenue,Pine Road,17,member
19557,2023-07-20 19:16:18,2023-07-20 19:19:18,Oak Avenue,Elm Street,3,member
19556,2023-07-20 19:17:40,2023-07-20 19:22:40,Pine Road,Central Park,5,casual
19549,2023-07-20 19:18:00,2023-07-20 19:26:00,Central Park,Elm Street,8,member
19524,2023-07-20 19:18:25,2023-07-20 19:33:25,Central Park,Harbor View,15,member
19528,2023-07-20 19:20:10,2023-07-20 19:24:10,Union Station,Harbor View,4,casual
19565,2023-07-20 19:22:20,2023-07-20 19:39:20,University,Maple Drive,17,casual
19562,2023-07-20 19:22:30,2023-07-20 19:36:30,University,City Hall,14,casual
19551,2023-07-20 19:24:35,2023-07-20 19:27:35,Central Park,Harbor View,3,casual
19558,2023-07-20 19:24:47,2023-07-20 19:37:47,Maple Drive,Elm Street,13,casual
19526,2023-07-20 19:25:39,2023-07-20 19:30:39,Oak Avenue,Lakeside,5,member
19535,2023-07-20 19:25:51,2023-07-20 19:37:51,Tech Campus,Pine Road,12,member
19540,2023-07-20 19:25:59,2023-07-20 19:37:59,Tech Campus,Riverside,12,member
19554,2023-07-20 19:27:03,2023-07-20 19:37:03,Elm Street,Union Station,10,casual
19533,2023-07-20 19:27:19,2023-07-20 19:57:19,Lakeside,Maple Drive,30,member
19550,2023-07-20 19:27:35,2023-07-20 19:43:35,Lakeside,Central Park,16,casual
19537,2023-07-20 19:28:11,2023-07-20 19:46:11,Downtown,Market Square,18,member
19532,2023-07-20 19:30:24,2023-07-20 19:51:24,Central Park,University,21,member
19544,2023-07-20 19:30:29,2023-07-20 19:54:29,Union Station,Oak Avenue,24,member
19538,2023-07-20 19:31:11,2023-07-20 19:34:11,Tech Campus,City Hall,3,member
19542,2023-07-20 19:33:00,2023-07-20 20:04:00,Tech Campus,Midtown,31,member
19563,2023-07-20 19:35:57,2023-07-20 20:02:57,Riverside,Market Square,27,member
19531,2023-07-20 19:40:35,2023-07-20 20:02:35,Pine Road,City Hall,22,member
19553,2023-07-20 19:41:23,2023-07-20 20:13:23,City Hall,Maple Drive,32,casual
19569,2023-07-20 19:41:56,2023-07-20 20:03:56,Union Station,University,22,member
19527,2023-07-20 19:45:27,2023-07-20 20:05:27,Lakeside,Tech Campus,20,casual
19529,2023-07-20 19:48:19,2023-07-20 19:51:19,Riverside,City Hall,3,casual
19547,2023-07-20 19:49:09,2023-07-20 20:05:09,Maple Drive,Tech Campus,16,casual
19539,2023-07-20 19:49:43,2023-07-20 19:58:43,Harbor View,Harbor View,9,casual
19546,2023-07-20 19:51:13,2023-07-20 19:58:13,Tech Campus,City Hall,7,casual
19552,2023-07-20 19:51:32,2023-07-20 20:02:32,University,Midtown,11,casual
19566,2023-07-20 19:52:12,2023-07-20 20:40:12,Tech Campus,Central Park,48,member
19543,2023-07-20 19:56:32,2023-07-20 20:24:32,Elm Street,Midtown,28,member
19534,2023-07-20 19:57:26,2023-07-20 20:00:26,Elm Street,Market Square,3,member
19548,2023-07-20 19:58:19,2023-07-20 20:01:19,Market Square,Maple Drive,3,member
19568,2023-07-20 19:59:06,2023-07-20 20:22:06,Maple Drive,Union Station,23,casual
19574,2023-07-20 20:00:44,2023-07-20 20:17:44,University,Oak Avenue,17,casual
19577,2023-07-20 20:02:59,2023-07-20 20:15:59,Maple Drive,Oak Avenue,13,member
19580,2023-07-20 20:05:23,2023-07-20 20:29:23,Tech Campus,Downtown,24,member
19573,2023-07-20 20:11:53,2023-07-20 20:30:53,Oak Avenue,Union Station,19,casual
19587,2023-07-20 20:15:46,2023-07-20 20:48:46,Midtown,Elm Street,33,member
19579,2023-07-20 20:16:21,2023-07-20 20:51:21,Market Square,Pine Road,35,member
19575,2023-07-20 20:20:38,2023-07-20 20:48:38,Lakeside,Central Park,28,casual
19582,2023-07-20 20:31:31,2023-07-20 20:39:31,Maple Drive,Lakeside,8,casual
19576,2023-07-20 20:32:01,2023-07-20 20:35:01,Downtown,Midtown,3,casual
19583,2023-07-20 20:32:03,2023-07-20 20:54:03,Lakeside,Market Square,22,member
19588,2023-07-20 20:36:13,2023-07-20 21:00:13,Elm Street,Lakeside,24,casual
19578,2023-07-20 20:40:20,2023-07-20 21:08:20,University,Riverside,28,casual
19572,2023-07-20 20:41:13,2023-07-20 20:44:13,Central Park,Riverside,3,casual
19581,2023-07-20 20:54:37,2023-07-20 21:26:37,Pine Road,University,32,member
19585,2023-07-20 20:57:27,2023-07-20 21:00:27,Downtown,Central Park,3,member
19586,2023-07-20 20:57:35,2023-07-20 21:23:35,Elm Street,University,26,member
19584,2023-07-20 20:57:40,2023-07-20 21:24:40,Union Station,Pine Road,27,casual
19589,2023-07-20 21:03:19,2023-07-20 21:17:19,Central Park,University,14,member
19594,2023-07-20 21:06:09,2023-07-20 21:19:09,Harbor View,Riverside,13,member
19598,2023-07-20 21:09:33,2023-07-20 21:29:33,Elm Street,Central Park,20,casual
19597,2023-07-20 21:18:54,2023-07-20 21:21:54,Central Park,Riverside,3,member
19593,2023-07-20 21:19:57,2023-07-20 21:51:57,Market Square,Union Station,32,member
19595,2023-07-20 21:23:03,2023-07-20 21:37:03,Midtown,University,14,casual
19596,2023-07-20 21:23:13,2023-07-20 21:26:13,Midtown,Lakeside,3,member
19590,2023-07-20 21:24:54,2023-07-20 21:58:54,Market Square,Tech Campus,34,member
19600,2023-07-20 21:38:42,2023-07-20 21:46:42,Downtown,University,8,member
19599,2023-07-20 21:39:24,2023-07-20 21:50:24,Riverside,Tech Campus,11,casual
19591,2023-07-20 21:42:59,2023-07-20 22:14:59,Midtown,Maple Drive,32,casual
19601,2023-07-20 21:47:39,2023-07-20 22:02:39,Oak Avenue,Lakeside,15,member
19592,2023-07-20 21:56:42,2023-07-20 21:59:42,Downtown,Oak Avenue,3,member
19613,2023-07-20 22:00:00,2023-07-20 22:20:00,University,Elm Street,20,member
19611,2023-07-20 22:03:30,2023-07-20 22:14:30,Maple Drive,Riverside,11,casual
19612,2023-07-20 22:07:43,2023-07-20 22:24:43,Market Square,Oak Avenue,17,casual
19615,2023-07-20 22:10:14,2023-07-20 22:45:14,Union Station,Oak Avenue,35,member
19614,2023-07-20 22:10:27,2023-07-20 22:41:27,Pine Road,City Hall,31,casual
19608,2023-07-20 22:28:09,2023-07-20 22:56:09,City Hall,Pine Road,28,member
19605,2023-07-20 22:29:04,2023-07-20 22:46:04,Pine Road,Tech Campus,17,member
19610,2023-07-20 22:31:44,2023-07-20 22:48:44,Harbor View,Riverside,17,member
19604,2023-07-20 22:39:24,2023-07-20 23:08:24,Elm Street,Harbor View,29,member
19609,2023-07-20 22:40:25,2023-07-20 22:55:25,Oak Avenue,Lakeside,15,member
19606,2023-07-20 22:45:31,2023-07-20 23:12:31,Pine Road,Maple Drive,27,member
19602,2023-07-20 22:56:44,2023-07-20 23:17:44,Riverside,Oak Avenue,21,member
19607,2023-07-20 22:58:27,2023-07-20 23:43:27,Central Park,Downtown,45,casual
19603,2023-07-20 22:59:20,2023-07-20 23:14:20,Oak Avenue,Market Square,15,member
19616,2023-07-20 23:01:32,2023-07-20 23:18:32,Elm Street,Tech Campus,17,member
19617,2023-07-20 23:03:24,2023-07-20 23:21:24,Pine Road,Downtown,18,member
19618,2023-07-20 23:44:54,2023-07-20 23:53:54,Tech Campus,Riverside,9,casual
19620,2023-07-21 00:04:44,2023-07-21 00:18:44,Tech Campus,Harbor View,14,member
19619,2023-07-21 00:12:02,2023-07-21 00:28:02,Pine Road,Central Park,16,casual
19621,2023-07-21 00:14:27,2023-07-21 00:21:27,Market Square,Downtown,7,member
19627,2023-07-21 01:22:44,2023-07-21 01:34:44,Tech Campus,Midtown,12,casual
19622,2023-07-21 01:31:20,2023-07-21 01:52:20,Union Station,Oak Avenue,21,casual
19623,2023-07-21 01:38:47,2023-07-21 02:16:47,Oak Avenue,Maple Drive,38,member
19626,2023-07-21 01:40:27,2023-07-21 01:44:27,Riverside,Oak Avenue,4,member
19625,2023-07-21 01:42:48,2023-07-21 01:46:48,Market Square,Harbor View,4,member
19624,2023-07-21 01:52:20,2023-07-21 02:24:20,Tech Campus,Pine Road,32,member
19631,2023-07-21 02:00:06,2023-07-21 02:18:06,Oak Avenue,Tech Campus,18,member
19629,2023-07-21 02:01:29,2023-07-21 02:21:29,Tech Campus,Harbor View,20,member
19628,2023-07-21 02:25:12,2023-07-21 02:40:12,Riverside,Midtown,15,member
19630,2023-07-21 02:25:24,2023-07-21 02:43:24,Union Station,Downtown,18,member
19634,2023-07-21 03:09:56,2023-07-21 03:25:56,Oak Avenue,Union Station,16,casual
19633,2023-07-21 03:17:31,2023-07-21 03:28:31,University,Oak Avenue,11,casual
19632,2023-07-21 03:34:35,2023-07-21 03:52:35,Market Square,Central Park,18,casual
19637,2023-07-21 04:02:56,2023-07-21 04:13:56,Union Station,Central Park,11,casual
19638,2023-07-21 04:06:45,2023-07-21 04:34:45,Downtown,Union Station,28,member
19635,2023-07-21 04:42:12,2023-07-21 04:54:12,Elm Street,City Hall,12,member
19636,2023-07-21 04:46:22,2023-07-21 05:01:22,Market Square,Riverside,15,casual
19642,2023-07-21 05:17:19,2023-07-21 05:34:19,Harbor View,Riverside,17,casual
19641,2023-07-21 05:20:32,2023-07-21 05:40:32,City Hall,Riverside,20,member
19640,2023-07-21 05:35:22,2023-07-21 06:01:22,Downtown,Pine Road,26,casual
19643,2023-07-21 05:37:35,2023-07-21 05:54:35,Midtown,Harbor View,17,casual
19639,2023-07-21 05:57:59,2023-07-21 06:11:59,Pine Road,Midtown,14,casual
19645,2023-07-21 06:06:11,2023-07-21 06:14:11,Maple Drive,Pine Road,8,member
19646,2023-07-21 06:23:23,2023-07-21 06:50:23,Midtown,Downtown,27,casual
19644,2023-07-21 06:33:48,2023-07-21 06:47:48,Maple Drive,Tech Campus,14,member
19647,2023-07-21 06:48:12,2023-07-21 07:00:12,University,University,12,member
19649,2023-07-21 07:03:14,2023-07-21 07:19:14,Pine Road,Market Square,16,casual
19653,2023-07-21 07:04:33,2023-07-21 07:31:33,Oak Avenue,Harbor View,27,member
19657,2023-07-21 07:05:05,2023-07-21 07:17:05,Central Park,Market Square,12,member
19675,2023-07-21 07:08:47,2023-07-21 07:24:47,University,Harbor View,16,member
19661,2023-07-21 07:10:27,2023-07-21 07:37:27,Pine Road,Elm Street,27,member
19664,2023-07-21 07:11:35,2023-07-21 07:39:35,Oak Avenue,Lakeside,28,member
19676,2023-07-21 07:15:40,2023-07-21 07:29:40,Oak Avenue,Harbor View,14,member
19673,2023-07-21 07:16:26,2023-07-21 07:40:26,Pine Road,Harbor View,24,member
19667,2023-07-21 07:20:41,2023-07-21 07:52:41,Central Park,Central Park,32,member
19659,2023-07-21 07:21:34,2023-07-21 07:32:34,Midtown,Downtown,11,member
19669,2023-07-21 07:21:41,2023-07-21 07:29:41,Union Station,Downtown,8,member
19652,2023-07-21 07:24:15,2023-07-21 07:27:15,Lakeside,Union Station,3,member
19665,2023-07-21 07:28:38,2023-07-21 07:57:38,Tech Campus,Riverside,29,casual
19666,2023-07-21 07:30:46,2023-07-21 07:57:46,Lakeside,Lakeside,27,member
19650,2023-07-21 07:32:58,2023-07-21 07:35:58,Harbor View,Union Station,3,member
19668,2023-07-21 07:36:23,2023-07-21 08:06:23,Pine Road,Oak Avenue,30,member
19660,2023-07-21 07:36:52,2023-07-21 07:47:52,Midtown,Lakeside,11,casual
19672,2023-07-21 07:37:25,2023-07-21 07:57:25,Tech Campus,Harbor View,20,member
19674,2023-07-21 07:37:25,2023-07-21 07:50:25,Riverside,Union Station,13,member
19654,2023-07-21 07:40:33,2023-07-21 07:59:33,Lakeside,City Hall,19,member
19662,2023-07-21 07:40:41,2023-07-21 07:54:41,Riverside,Midtown,14,casual
19656,2023-07-21 07:44:45,2023-07-21 08:25:45,Riverside,Tech Campus,41,casual
19658,2023-07-21 07:46:30,2023-07-21 08:11:30,Harbor View,Oak Avenue,25,member
19671,2023-07-21 07:49:48,2023-07-21 08:14:48,Elm Street,Elm Street,25,member
19651,2023-07-21 07:50:33,2023-07-21 07:57:33,Maple Drive,Harbor View,7,member
19677,2023-07-21 07:51:09,2023-07-21 08:13:09,Riverside,Harbor View,22,casual
19655,2023-07-21 07:51:15,2023-07-21 07:58:15,Maple Drive,Oak Avenue,7,member
19670,2023-07-21 07:54:07,2023-07-21 08:16:07,Market Square,City Hall,22,casual
19663,2023-07-21 07:54:32,2023-07-21 08:24:32,Market Square,Lakeside,30,member
19648,2023-07-21 07:56:41,2023-07-21 08:27:41,Union Station,City Hall,31,member
19692,2023-07-21 08:01:15,2023-07-21 08:11:15,Central Park,Maple Drive,10,member
19691,2023-07-21 08:06:31,2023-07-21 08:40:31,Maple Drive,Market Square,34,casual
19696,2023-07-21 08:08:13,2023-07-21 08:12:13,Harbor View,Lakeside,4,member
19682,2023-07-21 08:08:31,2023-07-21 08:19:31,Midtown,Elm Street,11,casual
19686,2023-07-21 08:15:26,2023-07-21 08:23:26,Maple Drive,City Hall,8,casual
19699,2023-07-21 08:16:11,2023-07-21 08:59:11,City Hall,Harbor View,43,member
19689,2023-07-21 08:17:07,2023-07-21 08:34:07,Elm Street,Lakeside,17,member
19693,2023-07-21 08:17:11,2023-07-21 08:27:11,Pine Road,Pine Road,10,member
19684,2023-07-21 08:27:05,2023-07-21 08:33:05,Elm Street,City Hall,6,casual
19698,2023-07-21 08:27:46,2023-07-21 08:44:46,Central Park,University,17,casual
19678,2023-07-21 08:28:11,2023-07-21 08:44:11,Pine Road,City Hall,16,member
19685,2023-07-21 08:30:35,2023-07-21 08:38:35,Maple Drive,Central Park,8,casual
19680,2023-07-21 08:32:21,2023-07-21 08:52:21,Harbor View,Tech Campus,20,casual
19679,2023-07-21 08:33:23,2023-07-21 08:51:23,Union Station,Pine Road,18,member
19690,2023-07-21 08:34:18,2023-07-21 08:54:18,Harbor View,Maple Drive,20,member
19688,2023-07-21 08:36:23,2023-07-21 08:52:23,Midtown,Riverside,16,member
19697,2023-07-21 08:37:06,2023-07-21 09:02:06,Market Square,University,25,member
19681,2023-07-21 08:42:42,2023-07-21 08:49:42,Midtown,University,7,member
19687,2023-07-21 08:46:00,2023-07-21 09:06:00,Lakeside,Downtown,20,casual
19700,2023-07-21 08:46:17,2023-07-21 09:03:17,Market Square,Elm Street,17,casual
19683,2023-07-21 08:50:21,2023-07-21 08:59:21,Riverside,Riverside,9,member
19695,2023-07-21 08:50:56,2023-07-21 09:19:56,Pine Road,Downtown,29,casual
19694,2023-07-21 08:51:20,2023-07-21 09:05:20,Union Station,Downtown,14,member
19730,2023-07-21 09:00:01,2023-07-21 09:06:01,Harbor View,Riverside,6,member
19721,2023-07-21 09:00:19,2023-07-21 09:19:19,Elm Street,Tech Campus,19,casual
19718,2023-07-21 09:00:56,2023-07-21 09:21:56,Oak Avenue,City Hall,21,casual
19732,2023-07-21 09:00:58,2023-07-21 09:30:58,Pine Road,Lakeside,30,member
19715,2023-07-21 09:01:41,2023-07-21 09:04:41,Pine Road,Lakeside,3,member
19729,2023-07-21 09:02:48,2023-07-21 09:30:48,Central Park,Elm Street,28,member
19705,2023-07-21 09:03:36,2023-07-21 09:10:36,Oak Avenue,Tech Campus,7,member
19713,2023-07-21 09:07:22,2023-07-21 09:10:22,Harbor View,Riverside,3,member
19722,2023-07-21 09:08:03,2023-07-21 09:20:03,Riverside,Pine Road,12,member
19703,2023-07-21 09:08:27,2023-07-21 09:47:27,Lakeside,City Hall,39,casual
19723,2023-07-21 09:09:27,2023-07-21 09:43:27,Riverside,Riverside,34,member
19714,2023-07-21 09:18:57,2023-07-21 09:26:57,Riverside,Lakeside,8,member
19704,2023-07-21 09:20:13,2023-07-21 09:48:13,Elm Street,Pine Road,28,member
19728,2023-07-21 09:20:43,2023-07-21 09:54:43,University,Elm Street,34,member
19726,2023-07-21 09:22:10,2023-07-21 09:40:10,Riverside,Market Square,18,casual
19717,2023-07-21 09:22:54,2023-07-21 09:51:54,Midtown,Lakeside,29,member
19712,2023-07-21 09:23:53,2023-07-21 09:31:53,Tech Campus,Riverside,8,member
19701,2023-07-21 09:27:06,2023-07-21 09:55:06,Midtown,Riverside,28,casual
19724,2023-07-21 09:27:18,2023-07-21 09:43:18,Riverside,University,16,member
19719,2023-07-21 09:27:23,2023-07-21 09:58:23,Lakeside,Oak Avenue,31,member
19707,2023-07-21 09:36:09,2023-07-21 09:54:09,Elm Street,Pine Road,18,casual
19727,2023-07-21 09:36:55,2023-07-21 09:54:55,Lakeside,Downtown,18,member
19731,2023-07-21 09:39:51,2023-07-21 09:50:51,City Hall,Midtown,11,member
19725,2023-07-21 09:41:11,2023-07-21 10:09:11,Market Square,Central Park,28,casual
19706,2023-07-21 09:41:54,2023-07-21 10:08:54,University,Oak Avenue,27,member
19720,2023-07-21 09:43:44,2023-07-21 10:04:44,Elm Street,Union Station,21,casual
19711,2023-07-21 09:44:16,2023-07-21 09:50:16,Lakeside,Downtown,6,member
19710,2023-07-21 09:47:48,2023-07-21 10:08:48,Market Square,Union Station,21,casual
19716,2023-07-21 09:48:59,2023-07-21 10:09:59,Oak Avenue,Tech Campus,21,member
19702,2023-07-21 09:50:38,2023-07-21 10:04:38,Union Station,Tech Campus,14,member
19709,2023-07-21 09:58:54,2023-07-21 10:13:54,Elm Street,Pine Road,15,casual
19708,2023-07-21 09:59:47,2023-07-21 10:16:47,Harbor View,Riverside,17,casual
19744,2023-07-21 10:02:03,2023-07-21 10:06:03,Harbor View,Central Park,4,member
19742,2023-07-21 10:04:44,2023-07-21 10:22:44,University,Midtown,18,member
19757,2023-07-21 10:05:43,2023-07-21 10:29:43,City Hall,Elm Street,24,casual
19748,2023-07-21 10:06:42,2023-07-21 10:22:42,Union Station,Market Square,16,member
19740,2023-07-21 10:08:32,2023-07-21 10:38:32,Maple Drive,Downtown,30,casual
19735,2023-07-21 10:19:07,2023-07-21 10:36:07,City Hall,Pine Road,17,member
19758,2023-07-21 10:20:39,2023-07-21 10:33:39,Maple Drive,Midtown,13,casual
19733,2023-07-21 10:23:07,2023-07-21 10:40:07,Maple Drive,Downtown,17,casual
19739,2023-07-21 10:23:26,2023-07-21 10:38:26,Union Station,Tech Campus,15,casual
19745,2023-07-21 10:23:54,2023-07-21 10:29:54,Lakeside,Downtown,6,member
19741,2023-07-21 10:24:09,2023-07-21 10:27:09,Tech Campus,Tech Campus,3,member
19749,2023-07-21 10:27:32,2023-07-21 10:52:32,Lakeside,Midtown,25,member
19737,2023-07-21 10:28:53,2023-07-21 10:50:53,Union Station,Central Park,22,member
19753,2023-07-21 10:30:25,2023-07-21 10:51:25,Lakeside,Harbor View,21,member
19760,2023-07-21 10:30:38,2023-07-21 10:44:38,University,Maple Drive,14,member
19756,2023-07-21 10:34:38,2023-07-21 10:52:38,University,Market Square,18,member
19734,2023-07-21 10:36:52,2023-07-21 10:58:52,Maple Drive,Market Square,22,member
19751,2023-07-21 10:39:07,2023-07-21 10:49:07,Market Square,Central Park,10,casual
19738,2023-07-21 10:40:02,2023-07-21 11:13:02,City Hall,Oak Avenue,33,casual
19752,2023-07-21 10:41:37,2023-07-21 11:01:37,University,Lakeside,20,member
19736,2023-07-21 10:45:08,2023-07-21 11:06:08,Elm Street,Tech Campus,21,member
19754,2023-07-21 10:52:21,2023-07-21 11:04:21,City Hall,City Hall,12,member
19755,2023-07-21 10:53:06,2023-07-21 11:05:06,Central Park,Riverside,12,member
19750,2023-07-21 10:53:31,2023-07-21 11:19:31,Downtown,University,26,member
19747,2023-07-21 10:54:21,2023-07-21 11:29:21,Tech Campus,University,35,casual
19746,2023-07-21 10:57:20,2023-07-21 11:28:20,Downtown,Downtown,31,member
19759,2023-07-21 10:59:00,2023-07-21 11:16:00,Elm Street,Maple Drive,17,casual
19743,2023-07-21 10:59:05,2023-07-21 11:09:05,Lakeside,Elm Street,10,casual
19763,2023-07-21 11:00:25,2023-07-21 11:15:25,Pine Road,Union Station,15,casual
19779,2023-07-21 11:00:51,2023-07-21 11:19:51,Maple Drive,Midtown,19,casual
19761,2023-07-21 11:03:12,2023-07-21 11:28:12,Tech Campus,University,25,member
19781,2023-07-21 11:05:04,2023-07-21 11:42:04,Oak Avenue,Downtown,37,member
19769,2023-07-21 11:08:23,2023-07-21 11:42:23,Elm Street,University,34,casual
19772,2023-07-21 11:08:23,2023-07-21 11:31:23,Harbor View,Riverside,23,member
19770,2023-07-21 11:13:36,2023-07-21 11:40:36,Oak Avenue,Harbor View,27,member
19773,2023-07-21 11:17:02,2023-07-21 11:41:02,Riverside,Oak Avenue,24,casual
19789,2023-07-21 11:17:44,2023-07-21 11:30:44,Riverside,Union Station,13,member
19768,2023-07-21 11:23:39,2023-07-21 11:38:39,Riverside,Riverside,15,member
19775,2023-07-21 11:26:21,2023-07-21 11:35:21,University,Tech Campus,9,member
19771,2023-07-21 11:27:34,2023-07-21 11:48:34,Tech Campus,Harbor View,21,member
19782,2023-07-21 11:30:09,2023-07-21 11:41:09,Downtown,Lakeside,11,casual
19778,2023-07-21 11:30:31,2023-07-21 11:51:31,Central Park,Pine Road,21,casual
19787,2023-07-21 11:32:50,2023-07-21 11:50:50,Pine Road,Union Station,18,casual
19776,2023-07-21 11:36:15,2023-07-21 11:47:15,Downtown,Harbor View,11,member
19764,2023-07-21 11:37:23,2023-07-21 12:19:23,Elm Street,Harbor View,42,member
19762,2023-07-21 11:40:11,2023-07-21 11:59:11,City Hall,Riverside,19,casual
19788,2023-07-21 11:40:56,2023-07-21 12:11:56,Pine Road,City Hall,31,member
19784,2023-07-21 11:41:36,2023-07-21 11:53:36,Pine Road,Market Square,12,member
19767,2023-07-21 11:42:05,2023-07-21 12:17:05,Tech Campus,City Hall,35,member
19765,2023-07-21 11:43:04,2023-07-21 11:54:04,Maple Drive,Maple Drive,11,member
19766,2023-07-21 11:44:14,2023-07-21 11:47:14,Union Station,Maple Drive,3,member
19783,2023-07-21 11:48:38,2023-07-21 12:14:38,Lakeside,Market Square,26,casual
19777,2023-07-21 11:51:02,2023-07-21 12:18:02,Elm Street,Elm Street,27,casual
