Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
54244.5658,1076.4863,406.0295,151.7697,2.9738,0.9339,52427.2485,233.5122,0.6998,0.9731,0.5701,0.6309,0.0091,0.0013,0.3706,0.9409,HOROZ
20018.7805,569.0034,269.8192,158.7504,1.3976,0.8143,22102.2368,169.7032,0.7587,0.9646,0.7267,0.8793,0.0079,0.0026,0.6775,0.9684,DERMASON
84741.6186,1060.282,429.2686,268.8528,1.659,0.7725,87382.5024,344.6145,0.6859,0.9713,0.8533,0.7884,0.0049,0.0011,0.6518,0.9739,BOMBAY
25788.8779,637.1657,272.9511,171.9825,1.2891,0.6032,26669.9104,202.4358,0.7963,0.9647,0.9101,0.8913,0.0098,0.0023,0.7419,0.9836,SEKER
28547.135,549.6199,245.0407,151.9267,1.5968,0.7164,35272.8716,194.0557,0.7192,0.9837,0.8093,0.8192,0.0078,0.0019,0.5656,0.9685,SIRA
55295.4815,1023.9917,384.3022,150.4499,2.2207,0.9036,62637.3955,262.7195,0.5862,0.9541,0.6132,0.6194,0.0085,0.0013,0.5233,0.9431,CALI
61466.9474,1067.6309,412.6825,196.8056,2.0604,0.9203,60261.192,247.9311,0.675,0.9718,0.682,0.6735,0.0073,0.0021,0.4856,0.9434,CALI
70400.2376,1187.7002,461.847,279.5258,1.6225,0.7718,79639.1123,357.5825,0.7308,0.9641,0.9006,0.7628,0.0047,0.0011,0.5628,0.9835,BOMBAY
77730.7871,1084.0976,395.9356,211.0629,2.1538,0.8318,54197.2085,264.5422,0.6333,0.9514,0.7388,0.7817,0.0069,0.0017,0.5182,0.9621,BARBUNYA
28604.7348,671.2128,273.5545,149.5198,1.4804,0.7895,27546.261,171.5208,0.7095,0.9829,0.841,0.7597,0.0086,0.0021,0.6997,0.9818,SIRA
18905.8332,597.7547,212.1608,147.561,1.6208,0.707,21532.5988,187.9891,0.6578,0.9644,0.8296,0.6778,0.0066,0.0026,0.6312,0.9933,SIRA
40176.0236,1002.2894,388.1354,135.564,3.191,0.9207,47571.6849,259.5262,0.6433,0.97,0.6214,0.5922,0.0101,0.0012,0.3811,0.9512,HOROZ
22102.2418,647.3234,216.5647,141.7109,1.6744,0.8073,23814.8189,185.2034,0.5883,0.9769,0.7452,0.805,0.0081,0.0031,0.6696,0.9777,SIRA
46070.4709,996.3111,365.0282,144.9937,2.7527,0.9492,41288.5281,225.2909,0.6946,0.9751,0.5456,0.6337,0.0071,0.0019,0.317,0.9455,HOROZ
56570.5366,960.416,412.6972,186.428,2.3047,0.9288,55044.5644,261.9086,0.6539,0.9627,0.6835,0.7182,0.0067,0.0018,0.4319,0.9714,CALI
27997.4694,576.7482,252.5521,157.2126,1.402,0.7709,24015.0184,175.6607,0.7562,0.9563,0.881,0.8642,0.0085,0.003,0.7633,0.9917,SEKER
81499.7791,1179.2958,429.0584,256.5382,1.5928,0.8051,98891.4544,328.6107,0.7284,0.9671,0.8068,0.7701,0.0049,0.0012,0.6285,0.9813,BOMBAY
55234.5492,946.5659,362.4272,180.89,2.0888,0.819,56482.745,244.3679,0.6561,0.9371,0.7947,0.7376,0.0056,0.0019,0.5255,0.962,BARBUNYA
24877.088,677.1465,309.687,144.8934,1.7005,0.7348,25879.9052,202.2474,0.714,0.984,0.7193,0.8659,0.0079,0.0016,0.6789,0.9833,SIRA
31844.669,707.2635,257.6139,145.3015,1.4922,0.7629,29538.5782,202.1523,0.7497,0.9577,0.8119,0.821,0.008,0.0027,0.525,0.9798,SIRA
90640.0968,1130.0933,445.5866,276.2839,1.5746,0.8391,75508.0383,321.5821,0.7418,0.9711,0.8123,0.7981,0.005,0.0013,0.626,0.9822,BOMBAY
42323.4663,1075.3229,421.2123,149.475,2.819,0.9533,56791.0715,222.7311,0.5872,0.9747,0.625,0.5925,0.0091,0.0015,0.3709,0.9578,HOROZ
82403.7154,1141.9685,463.0139,245.4981,1.6215,0.8265,84748.0306,314.6829,0.6992,0.9689,0.8856,0.7853,0.0045,0.0014,0.5406,0.9817,BOMBAY
59235.2962,1040.817,404.4183,180.3144,2.4966,0.9199,55416.8629,272.419,0.6581,0.9635,0.6861,0.681,0.0079,0.0017,0.4247,0.9642,CALI
55768.5833,974.381,391.6151,171.3884,1.8114,0.8433,74394.9349,279.683,0.6635,0.9527,0.7939,0.759,0.0059,0.0018,0.6414,0.9761,BARBUNYA
46210.6973,1109.4335,353.2021,194.6585,1.9531,0.7805,56134.1257,268.7607,0.685,0.965,0.7123,0.7425,0.0075,0.0015,0.5492,0.9791,BARBUNYA
71059.9554,880.0712,335.133,188.7079,1.9056,0.8396,58217.9184,248.3184,0.6414,0.9632,0.6698,0.7636,0.0064,0.0021,0.5753,0.9748,BARBUNYA
28236.4168,634.6881,220.1502,141.5383,1.3791,0.7443,27439.2049,191.382,0.7555,0.9613,0.8528,0.8184,0.0069,0.0027,0.7086,0.9853,SEKER
31263.4135,645.7238,277.7698,143.5308,1.6264,0.76,34849.0184,175.8762,0.6864,0.9369,0.831,0.7857,0.0093,0.0031,0.5456,0.9817,SIRA
103901.8977,1129.3414,412.5752,264.9861,1.6132,0.7918,89758.5029,317.963,0.6598,0.9586,0.8743,0.7786,0.0051,0.0013,0.619,0.9778,BOMBAY
37630.5815,813.525,417.0141,145.7794,2.4737,0.9592,58195.9609,201.2793,0.6249,0.9755,0.6551,0.585,0.0103,0.001,0.3889,0.9345,HOROZ
21602.1461,577.8018,213.5477,163.1712,1.5219,0.7595,28138.9555,172.3474,0.7532,0.9765,0.8557,0.8071,0.0093,0.0029,0.6332,0.9812,DERMASON
17065.1457,610.477,203.8416,166.1111,1.4102,0.5704,21852.9206,174.3671,0.8174,0.9863,0.8973,0.8927,0.0075,0.0029,0.7263,0.9846,SEKER
24000.58,562.1566,210.499,135.0043,1.5991,0.7723,18218.6291,189.1626,0.7166,0.9803,0.8317,0.7646,0.0092,0.0038,0.7202,0.9806,DERMASON
28800.7151,610.6393,213.9965,152.0863,1.3623,0.6562,29946.4266,177.7321,0.7529,0.9637,0.81,0.8968,0.0088,0.003,0.6935,0.9973,SEKER
32032.7074,706.1462,185.7111,143.3379,1.5883,0.866,24413.6757,175.1591,0.7726,0.9664,0.7551,0.78,0.0078,0.0025,0.5861,0.9808,SIRA
52007.7159,917.2844,431.5264,148.6263,2.8688,0.926,45083.3209,234.0973,0.657,0.9661,0.6113,0.5968,0.0073,0.0009,0.3448,0.9558,HOROZ
35999.1417,724.759,236.2254,160.1102,1.7105,0.7587,24009.8146,196.7696,0.6964,0.965,0.7969,0.7439,0.0099,0.0017,0.6769,0.9957,SIRA
53780.7077,978.0595,386.6601,198.9695,2.343,0.939,69569.0494,237.8486,0.595,0.9363,0.613,0.6837,0.0074,0.0015,0.475,0.9701,CALI
58373.7103,1108.6243,402.1124,162.3393,2.0961,0.8652,47216.4841,261.9276,0.6153,0.9639,0.615,0.7281,0.0068,0.0015,0.4275,0.973,CALI
51951.2016,950.18,403.2204,198.2589,2.4532,0.8938,61131.0996,259.3355,0.6401,0.9547,0.6149,0.674,0.0085,0.0021,0.3782,0.9815,CALI
88575.0971,1101.5309,447.7525,269.3049,1.667,0.7966,76737.8702,329.0913,0.7086,0.9761,0.8646,0.7999,0.0043,0.0014,0.5668,0.9757,BOMBAY
19554.8439,671.7624,245.8225,128.3651,1.6342,0.7358,36028.8107,181.133,0.7864,0.9742,0.7091,0.826,0.0087,0.0016,0.5782,0.9854,SIRA
27930.1485,592.6636,197.4283,157.8659,1.3167,0.6663,32106.8109,179.7032,0.7645,0.9653,0.8092,0.8553,0.0093,0.0032,0.8627,0.9885,SEKER
23424.3302,610.4394,256.9995,165.3247,1.5625,0.6808,22422.9679,185.9859,0.7567,0.963,0.8087,0.8309,0.0079,0.0028,0.7026,0.9977,DERMASON
50325.3997,908.1638,358.911,189.437,2.5902,0.8511,53020.5439,304.9745,0.6884,0.9761,0.7332,0.6626,0.0067,0.0009,0.4334,0.9536,CALI
37317.0449,1037.0046,417.96,157.3995,2.6396,0.926,42214.8347,224.0125,0.5905,0.9899,0.5874,0.5726,0.0087,0.0017,0.3915,0.942,HOROZ
51528.5748,996.8019,382.663,138.0434,2.7071,0.9621,46174.3894,249.8906,0.6956,0.9725,0.6322,0.5707,0.0087,0.0015,0.4216,0.9556,HOROZ
42826.3804,1023.6863,368.9072,155.6529,2.9898,0.9117,43819.9967,243.8495,0.733,0.9902,0.6501,0.5778,0.0103,0.0013,0.3341,0.9365,HOROZ
69535.3201,1117.8586,338.4197,184.4472,1.8191,0.8711,59280.0996,263.6263,0.7294,0.9621,0.7462,0.7327,0.0063,0.0021,0.5489,0.9697,BARBUNYA
27748.0018,692.8452,217.8028,132.379,1.4608,0.6522,28774.9384,185.5127,0.7075,0.9748,0.8045,0.7687,0.0078,0.0026,0.7125,0.9651,SIRA
45784.8033,1021.7448,448.9956,147.4431,2.707,0.915,48466.265,246.4964,0.5476,0.958,0.4888,0.5889,0.0098,0.0012,0.4617,0.9506,HOROZ
44423.9157,951.5874,428.9011,148.5332,2.4697,0.9145,34478.0786,245.3571,0.6308,0.9613,0.5754,0.6322,0.0088,0.0016,0.3168,0.9542,HOROZ
23519.1789,651.3806,216.1332,171.376,1.3994,0.7191,33132.4011,190.2019,0.7616,0.9663,0.8422,0.8811,0.0096,0.0026,0.6295,0.9868,SEKER
21183.6203,572.3396,203.8196,136.3214,1.3531,0.6445,22473.7619,180.2731,0.7695,0.9616,0.9505,0.8715,0.0094,0.0026,0.7647,0.9938,SEKER
28776.5244,655.2152,226.8139,139.2807,1.4402,0.7383,23483.735,182.9887,0.7527,0.969,0.8335,0.838,0.0083,0.0029,0.6168,0.9831,DERMASON
21690.4011,735.2598,229.6698,137.2276,1.3241,0.6615,24487.4472,174.6378,0.725,0.9644,0.8094,0.8415,0.0082,0.0025,0.6251,0.9755,SIRA
49468.4553,1047.8543,354.7576,197.0545,2.0045,0.8573,56397.4727,272.3841,0.767,0.9682,0.7525,0.7591,0.0067,0.0022,0.5292,0.9762,BARBUNYA
27935.9902,690.9833,195.844,178.8491,1.3706,0.6417,36566.1602,184.0153,0.8248,0.9782,0.8028,0.8536,0.0078,0.0022,0.6314,0.9905,SEKER
52833.8938,900.0347,399.4037,184.0084,2.2609,0.8928,55021.6194,268.0316,0.7321,0.9578,0.6534,0.6732,0.0074,0.0014,0.4311,0.9582,CALI
42208.2802,983.0208,394.4554,193.6685,2.42,0.883,48138.2449,245.9372,0.7271,0.9585,0.6724,0.6691,0.0095,0.0021,0.4361,0.9513,CALI
47031.5915,1050.1047,419.5909,130.5267,2.6353,0.9343,54124.5364,263.0156,0.7278,0.9681,0.5322,0.5854,0.0103,0.0017,0.4089,0.9474,HOROZ
65193.1417,987.8704,395.8422,223.7581,1.6114,0.8453,50299.9143,261.112,0.6745,0.9702,0.729,0.8269,0.0062,0.0015,0.5066,0.9636,BARBUNYA
23018.2724,601.9901,209.438,169.6037,1.4501,0.6811,28238.8719,202.9919,0.6995,0.9775,0.9132,0.8864,0.0091,0.0024,0.693,0.9933,SEKER
52154.352,1035.6385,477.7697,140.2201,2.8148,0.9606,49946.0339,249.1464,0.6645,0.9761,0.6245,0.6558,0.0088,0.0013,0.3044,0.9478,HOROZ
24486.7369,636.1917,203.7942,133.9069,1.3385,0.6455,31854.1208,191.3535,0.768,0.9645,0.8923,0.8948,0.0073,0.0024,0.7775,0.9924,SEKER
52070.9786,935.3335,428.5889,187.0487,2.3836,0.8795,57688.49,284.9494,0.7175,0.9762,0.5329,0.6523,0.0075,0.0015,0.4631,0.9436,CALI
55021.4976,1057.2335,439.8191,136.1712,2.743,0.9127,56747.4889,221.5823,0.7816,0.9661,0.6509,0.5956,0.0081,0.0011,0.3719,0.9465,HOROZ
41540.7202,1080.6613,389.1568,169.1737,2.9778,0.9311,49752.6753,250.3105,0.5606,0.948,0.5738,0.6582,0.0078,0.0011,0.4152,0.9603,HOROZ
49043.8539,967.2023,392.7946,140.6758,2.5739,0.9148,37700.9089,228.4605,0.6553,0.9701,0.6221,0.6343,0.0107,0.0012,0.4071,0.9471,HOROZ
27839.6457,574.9382,195.9808,156.8977,1.4733,0.6998,29288.2741,162.4798,0.7115,0.9812,0.8686,0.8106,0.0092,0.0028,0.8676,0.9963,SEKER
58665.4246,948.7186,394.5256,190.1964,1.8651,0.805,56313.1116,278.9874,0.7091,0.9489,0.8122,0.7374,0.0069,0.0019,0.5226,0.9787,BARBUNYA
54335.7421,961.6717,389.2113,188.2396,2.0685,0.7702,64597.3078,280.8525,0.7592,0.9396,0.7069,0.7832,0.006,0.0018,0.6145,0.9593,BARBUNYA
27789.9891,636.5925,251.6087,151.2644,1.5023,0.6623,31807.1027,212.4164,0.7381,0.9484,0.8765,0.8292,0.0078,0.0026,0.6933,0.9972,SEKER
43180.116,1082.6927,434.4155,153.7241,2.8233,0.9031,49612.5878,268.8952,0.6699,0.9615,0.5905,0.5608,0.0073,0.0015,0.3538,0.9681,HOROZ
23305.0618,768.729,237.0415,152.203,1.5331,0.6925,25735.593,173.3162,0.7427,0.97,0.8531,0.7612,0.0085,0.002,0.5403,0.9699,SIRA
24451.8073,632.2688,207.7672,159.2759,1.3765,0.6719,23146.2547,192.3534,0.8266,0.9724,0.8993,0.8751,0.0092,0.0028,0.7306,0.9943,SEKER
42416.7928,946.3456,335.9242,147.5906,3.1879,0.8917,37556.9916,233.5538,0.6712,0.9707,0.5101,0.649,0.0077,0.0011,0.4021,0.9553,HOROZ
24799.6094,691.2833,203.4202,151.0308,1.3172,0.6273,24368.0659,163.333,0.7288,0.9539,0.8101,0.8032,0.0078,0.0024,0.6587,0.9924,SEKER
22988.2574,652.1896,214.7949,152.5516,1.6686,0.6932,22411.2056,198.4073,0.6839,0.9648,0.8199,0.8073,0.0095,0.0026,0.574,0.988,DERMASON
37265.7244,1071.4221,386.5802,162.3524,2.5567,0.8905,44328.84,283.2974,0.7262,0.9722,0.5504,0.6394,0.0078,0.0012,0.3686,0.958,HOROZ
22090.9401,606.5311,188.2078,165.6589,1.372,0.777,27906.6738,177.1617,0.792,0.9649,0.8164,0.8591,0.0081,0.0028,0.7388,0.9874,SEKER
29644.1282,643.5178,198.1002,164.2186,1.3743,0.6058,28866.5059,181.4122,0.7402,0.9752,0.8895,0.8327,0.0087,0.0031,0.6844,0.9919,SEKER
52921.0255,1050.5148,433.1805,192.8972,2.0571,0.8835,45278.9202,226.0965,0.5781,0.9613,0.7208,0.6509,0.0068,0.0016,0.387,0.9808,CALI
56104.5286,889.3699,362.3554,179.5431,2.3449,0.8753,44279.2331,258.739,0.6362,0.9633,0.7093,0.6479,0.0085,0.0013,0.4742,0.9644,CALI
55182.4248,961.3961,360.6206,173.3971,2.0576,0.8736,71590.7269,249.1177,0.6211,0.9552,0.7129,0.7356,0.0067,0.002,0.4341,0.9656,BARBUNYA
96446.2692,1054.8375,425.6167,248.0672,1.6055,0.8432,66165.7559,322.8717,0.6536,0.9756,0.9177,0.7844,0.0053,0.0007,0.6174,0.9827,BOMBAY
30180.1532,647.0313,231.2948,160.185,1.503,0.603,25909.8943,182.6155,0.8514,0.9803,0.9115,0.8272,0.0105,0.0029,0.6697,1.0,SEKER
55953.7161,1013.6012,402.6699,164.0714,2.0448,0.8808,66941.2856,275.441,0.6584,0.9596,0.6293,0.735,0.0079,0.0014,0.5031,0.9484,CALI
46003.2261,930.5623,423.7795,192.6891,2.2279,0.8995,50690.6341,269.1498,0.7471,0.9632,0.6792,0.6496,0.0069,0.0016,0.4323,0.9708,CALI
86260.44,1145.4484,434.0778,261.5065,1.6173,0.8024,83548.1489,336.8331,0.653,0.9715,0.8419,0.7656,0.0051,0.0015,0.5613,0.9785,BOMBAY
28180.0423,558.1172,226.1826,168.6515,1.3778,0.6894,24119.1136,159.2491,0.7909,0.9691,0.8872,0.843,0.008,0.0028,0.7168,0.9943,SEKER
48514.7376,867.0919,385.1763,180.9254,1.9981,0.8765,55824.1947,281.1436,0.7141,0.97,0.7079,0.7565,0.0075,0.0017,0.5735,0.9642,BARBUNYA
29498.4127,610.6614,232.4661,143.6303,1.5652,0.7984,29988.4954,177.2273,0.7646,0.9837,0.8688,0.8168,0.0095,0.0023,0.6815,0.9683,SIRA
37115.3723,1124.4603,415.756,144.8585,2.8366,0.9343,56037.9965,238.3968,0.5983,0.9739,0.6088,0.6269,0.0098,0.0013,0.3581,0.9468,HOROZ
86651.245,1243.7755,392.9815,270.6446,1.7735,0.8299,82403.9735,316.2812,0.7066,0.9735,0.9015,0.8017,0.0044,0.0011,0.6186,0.9793,BOMBAY
65111.7345,1029.5819,409.1337,187.3798,1.6258,0.815,50189.5375,262.2036,0.6789,0.9537,0.8169,0.7691,0.0072,0.0016,0.542,0.9858,BARBUNYA
46731.8849,1113.3195,440.126,148.4404,2.4136,0.9213,55432.8151,247.7501,0.5439,0.9543,0.6889,0.6821,0.0057,0.0013,0.5384,0.9715,CALI
28962.9303,621.2023,227.6133,135.0655,1.4712,0.7256,27846.8344,182.7783,0.6947,0.9783,0.9115,0.8019,0.0085,0.0032,0.6978,0.9705,DERMASON
25197.6326,675.5897,243.9205,174.8301,1.5062,0.6932,29311.089,173.1328,0.6626,0.9741,0.8391,0.844,0.0058,0.0031,0.7099,0.987,SEKER
23816.2964,630.9532,266.597,172.8892,1.7906,0.6933,23098.4944,172.8115,0.6882,0.967,0.7691,0.7928,0.0081,0.0028,0.5413,0.9713,SIRA
83286.3006,1033.8098,449.8912,235.0659,1.7992,0.8165,82300.9834,347.9865,0.7133,0.9687,0.877,0.7818,0.005,0.0012,0.6279,0.9831,BOMBAY
20761.3887,695.61,260.624,157.7507,1.5313,0.7672,25976.8316,178.322,0.8447,0.9703,0.7149,0.7999,0.0105,0.0025,0.6279,0.9708,SIRA
28912.1476,572.4897,224.6802,157.6919,1.361,0.6571,31535.1538,161.3383,0.7808,0.9671,0.8403,0.8512,0.0086,0.0027,0.7323,0.9971,SEKER
81546.7217,1118.7416,392.76,261.6694,1.7173,0.8354,87197.0376,351.9369,0.7577,0.9713,0.891,0.7854,0.0053,0.0013,0.6333,0.9801,BOMBAY
27992.4521,580.0934,247.8064,161.3513,1.4159,0.7108,28315.7587,191.7233,0.7779,0.9682,0.848,0.8347,0.008,0.0031,0.7032,0.9894,SEKER
49534.7603,1046.1223,400.6516,196.9927,2.2875,0.8645,53702.7341,276.4688,0.648,0.9563,0.7243,0.6439,0.0075,0.0016,0.424,0.9487,CALI
80648.0435,1059.5559,452.7943,254.0642,1.6044,0.8393,94092.7194,330.9575,0.7258,0.968,0.8419,0.7603,0.005,0.0013,0.6019,0.9958,BOMBAY
22086.8885,658.636,236.0232,140.9874,1.4962,0.7151,22183.9564,171.0597,0.8026,0.9627,0.8401,0.812,0.0071,0.0029,0.6146,0.9897,DERMASON
57330.5482,934.8576,368.1445,202.0178,1.7802,0.8794,64081.5087,225.9147,0.6443,0.9563,0.7109,0.7108,0.0071,0.0019,0.4531,0.957,BARBUNYA
52733.3485,824.0582,350.0884,208.1712,1.8737,0.8413,60908.3279,233.1946,0.7337,0.9558,0.7616,0.7575,0.0045,0.0022,0.5296,0.9756,BARBUNYA
24719.6413,651.0423,246.3001,152.6795,1.7412,0.7936,23230.8294,172.1463,0.6943,0.9906,0.79,0.8261,0.01,0.0028,0.617,0.9789,SIRA
22404.5027,641.4577,197.0309,177.6824,1.48,0.7751,26242.6995,147.6384,0.7717,0.967,0.7382,0.7513,0.0087,0.0032,0.661,0.9958,DERMASON
62653.9007,848.852,358.2426,207.294,1.8861,0.7786,68594.8632,268.1804,0.7399,0.9558,0.7618,0.7479,0.0062,0.0025,0.5337,0.9734,BARBUNYA
27314.0946,606.5333,186.4449,167.6871,1.3998,0.8205,22871.405,208.3503,0.8135,0.9624,0.6569,0.8675,0.0095,0.0027,0.6878,0.9788,SIRA
41643.9317,1068.2602,427.0438,145.762,2.7516,0.9387,32756.8357,232.5566,0.6849,0.9435,0.5916,0.5751,0.0085,0.0015,0.3716,0.9428,HOROZ
63822.643,951.5605,368.7333,189.8504,2.0425,0.951,56557.9696,272.9421,0.7143,0.9609,0.7517,0.7655,0.0054,0.0015,0.5642,0.9707,BARBUNYA
28083.8774,616.1824,221.7594,146.0685,1.6282,0.6693,31780.9382,196.1351,0.7465,0.9921,0.7338,0.8447,0.0084,0.0028,0.7493,0.9899,DERMASON
18463.0357,642.2636,231.299,159.7133,1.6995,0.7627,36377.2525,170.3539,0.6904,0.9674,0.8049,0.7726,0.0089,0.0022,0.6865,0.965,SIRA
50881.5273,949.299,372.4957,188.6371,1.8087,0.8736,63331.1148,281.2892,0.6432,0.9559,0.8365,0.7421,0.0066,0.0013,0.5001,0.9676,BARBUNYA
104143.4353,1053.1771,438.8893,251.3233,1.6086,0.8041,99247.9173,309.6702,0.7894,0.9724,0.8449,0.7904,0.0048,0.0012,0.6254,0.9793,BOMBAY
33626.1433,686.7957,246.6658,152.89,1.4598,0.7486,28129.6812,171.1182,0.7108,0.9507,0.7379,0.7913,0.0085,0.0024,0.6761,0.9842,SIRA
27983.1553,578.2351,178.8301,152.6669,1.2268,0.6963,25535.8095,182.7835,0.8219,0.9609,0.7841,0.8491,0.0088,0.0021,0.7016,0.9883,SEKER
55085.1545,1156.2157,389.2399,160.2749,2.1928,0.9064,56155.3883,241.1335,0.5899,0.957,0.569,0.6659,0.0079,0.0016,0.41,0.9509,CALI
83422.2531,1181.6044,413.3643,268.8615,1.7019,0.7988,84563.3716,324.0732,0.6935,0.9738,0.8652,0.7922,0.0051,0.0011,0.5839,0.9789,BOMBAY
22364.8734,690.7614,252.143,162.728,1.618,0.8422,29288.5552,205.3304,0.7063,0.9825,0.8069,0.8563,0.0101,0.0026,0.7154,1.0,SIRA
29755.5751,676.0007,268.8114,154.6131,1.5614,0.767,29611.3274,189.1494,0.7116,0.9748,0.7764,0.793,0.0099,0.0022,0.7625,0.9719,SIRA
31420.6884,650.1271,217.5414,154.3451,1.7134,0.7848,33094.0585,188.6033,0.7074,0.9701,0.8386,0.8238,0.0079,0.0016,0.6701,0.9704,SIRA
65144.1022,918.6473,338.8681,180.9579,1.8144,0.8373,56944.016,279.2085,0.706,0.9593,0.8064,0.6676,0.0065,0.0014,0.5752,0.9787,BARBUNYA
24651.921,718.114,224.038,145.792,1.7135,0.7376,32842.379,199.598,0.7559,0.9666,0.8446,0.8311,0.0089,0.0032,0.7868,0.9895,SIRA
76233.8829,1136.3756,437.1048,256.1076,1.6687,0.8296,98221.6043,347.3749,0.6677,0.9695,0.8732,0.7756,0.0046,0.0013,0.6449,0.9818,BOMBAY
28237.5102,670.2883,203.4936,151.3215,1.747,0.6888,26832.8277,189.6225,0.7413,0.9558,0.8123,0.7871,0.0075,0.0023,0.6058,0.9813,DERMASON
91313.7792,1207.4369,466.0534,267.8947,1.6728,0.8054,88838.2041,331.9733,0.7677,0.9684,0.9122,0.7338,0.0047,0.0016,0.6039,0.9823,BOMBAY
61641.5878,989.8755,373.9729,204.949,2.6335,0.865,51915.6033,288.9886,0.7538,0.9754,0.6163,0.6924,0.0067,0.0013,0.4762,0.9584,CALI
89092.5466,1204.4676,452.284,275.1876,1.4176,0.7859,86906.088,340.3068,0.7148,0.962,0.8915,0.7888,0.0048,0.001,0.6156,0.9796,BOMBAY
54842.0888,898.2202,422.5337,123.9876,2.6628,0.9454,43044.9188,207.5455,0.6861,0.9839,0.5016,0.5622,0.009,0.0017,0.3805,0.9326,HOROZ
25790.4975,701.8309,255.8922,170.3181,1.2442,0.7149,26532.3057,186.5753,0.8207,0.962,0.8351,0.822,0.0091,0.0024,0.5427,0.9885,SIRA
26885.7707,679.0107,217.7325,157.464,1.3478,0.6839,27977.438,201.4051,0.8316,0.9709,0.9188,0.7685,0.0078,0.0028,0.7644,0.9921,SEKER
55960.3488,918.0591,423.6606,205.9102,1.7067,0.796,54693.6066,239.7573,0.6861,0.971,0.7439,0.7122,0.005,0.0014,0.5551,0.9687,BARBUNYA
50597.2843,1093.1571,412.9769,162.3309,2.385,0.9164,49037.5975,244.6701,0.6854,0.9672,0.6134,0.6488,0.0073,0.0019,0.4742,0.9718,CALI
90085.9827,1085.8608,431.6627,272.834,1.6092,0.7985,82546.5183,334.981,0.7379,0.9641,0.841,0.7907,0.0048,0.0012,0.5753,0.9698,BOMBAY
98939.6586,1183.8075,408.3173,261.4117,1.6331,0.7654,82322.672,322.2269,0.6809,0.9729,0.8046,0.798,0.0053,0.0013,0.6334,0.984,BOMBAY
49122.8359,945.7395,401.2239,146.8875,2.4865,0.9279,52724.7544,235.4652,0.7023,0.9613,0.6334,0.5635,0.0096,0.0007,0.4163,0.952,HOROZ
42154.5972,1075.3817,408.4054,140.1846,2.703,0.9564,46763.6099,260.3745,0.6912,0.9744,0.5133,0.5745,0.0088,0.0015,0.3694,0.9588,HOROZ
34781.7861,677.8638,223.2347,158.4452,1.6486,0.7466,33590.3331,169.2207,0.7649,0.9911,0.8559,0.8181,0.0105,0.0023,0.5576,0.9451,SIRA
24094.6675,609.6696,187.895,143.6907,1.4177,0.6587,24140.8781,179.5585,0.7821,0.9674,0.8769,0.8527,0.008,0.0027,0.6756,0.9875,SEKER
50814.0753,921.2065,403.0387,155.3229,2.5891,0.9615,45613.5069,232.5926,0.7117,0.98,0.5854,0.5929,0.0101,0.0012,0.4028,0.9355,HOROZ
22144.3333,684.1875,225.3554,160.3528,1.6377,0.7574,23242.1622,172.1613,0.7091,0.9703,0.7858,0.8134,0.0071,0.0034,0.7124,0.969,DERMASON
27976.3221,649.1035,217.83,142.4269,1.3801,0.705,24826.3431,163.313,0.8141,0.9658,0.8536,0.8505,0.0093,0.0028,0.7033,0.9934,SEKER
25156.6081,615.4867,253.0987,148.9353,1.2952,0.6864,29243.0477,178.1405,0.713,0.9623,0.8974,0.8714,0.0066,0.0022,0.6707,0.9899,SEKER
83224.7519,1038.5527,408.5269,265.3272,1.485,0.8285,100170.1516,343.1912,0.666,0.9696,0.8413,0.7743,0.0049,0.0016,0.5981,0.9733,BOMBAY
48294.384,984.6634,400.8964,131.3827,3.175,0.936,47610.0282,285.4627,0.6459,0.9795,0.6274,0.6161,0.009,0.0016,0.3746,0.9409,HOROZ
59130.0022,1039.6394,392.3143,176.486,2.2283,0.9677,57875.4799,250.2595,0.727,0.9442,0.6789,0.6709,0.0074,0.0016,0.4262,0.9587,CALI
57313.0488,957.9532,374.9087,215.6424,1.8541,0.8684,55226.8531,251.1757,0.6186,0.9639,0.7682,0.6881,0.0056,0.0023,0.5732,0.9657,BARBUNYA
42010.0629,988.2434,370.9358,155.0912,2.8264,0.9029,48707.425,229.2391,0.7163,0.9671,0.5854,0.5686,0.0076,0.0009,0.4203,0.9581,HOROZ
24382.1008,681.7347,247.0508,159.2546,1.3799,0.6632,29559.1875,189.5275,0.7308,0.9766,0.9193,0.8214,0.0081,0.0029,0.7561,0.9879,SEKER
86360.9584,1078.1308,431.5409,241.3303,1.6732,0.7625,84254.5686,308.4769,0.7411,0.9741,0.8638,0.7847,0.0052,0.0016,0.5989,0.981,BOMBAY
59941.8203,992.031,364.3133,190.4052,1.8585,0.8235,76947.2794,293.7978,0.7785,0.9604,0.7617,0.7527,0.0072,0.0019,0.4829,0.9679,BARBUNYA
44071.7462,1021.0383,405.5448,176.736,2.1188,0.8752,49111.3211,266.1499,0.6819,0.965,0.598,0.6732,0.0073,0.0014,0.5098,0.9741,CALI
35997.1356,976.2134,430.2451,129.5038,2.9914,0.9165,40054.389,232.8897,0.559,0.976,0.5225,0.6029,0.0098,0.0014,0.3597,0.9509,HOROZ
