checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
no checking,33,critical/other existing credit,domestic appliance,15279,<100,<1,2,male single,none,4,car,42,bank,rent,1,skilled,1,yes,yes,good
<0,61,existing paid,radio/tv,17056,<100,1<=X<4,4,female div/dep/mar,none,1,car,56,none,own,1,skilled,2,none,yes,good
0<=X<200,55,existing paid,radio/tv,3013,<100,1<=X<4,2,male mar/wid,none,4,no known property,52,none,own,1,skilled,1,none,yes,good
no checking,40,critical/other existing credit,new car,17863,<100,1<=X<4,1,male single,none,3,real estate,69,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,51,existing paid,radio/tv,15895,100<=X<500,4<=X<7,4,male single,none,3,no known property,25,none,own,1,skilled,1,yes,yes,good
no checking,4,existing paid,used car,9195,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,29,none,own,1,skilled,1,none,yes,good
<0,22,all paid,furniture/equipment,17321,<100,<1,4,male single,none,2,real estate,29,none,own,2,skilled,2,none,yes,good
<0,49,all paid,used car,17356,<100,1<=X<4,2,male single,co applicant,1,no known property,54,none,own,1,unskilled resident,1,none,yes,bad
<0,70,critical/other existing credit,new car,14104,100<=X<500,1<=X<4,2,male single,none,4,real estate,38,none,own,1,skilled,2,yes,yes,good
<0,5,existing paid,radio/tv,17380,<100,<1,3,female div/dep/mar,none,2,car,34,none,rent,1,unskilled resident,1,none,yes,good
0<=X<200,59,existing paid,new car,2962,<100,>=7,4,female div/dep/mar,none,1,real estate,23,none,own,2,unskilled resident,1,yes,yes,good
<0,20,existing paid,radio/tv,17341,<100,>=7,2,female div/dep/mar,none,2,car,42,none,rent,2,skilled,2,yes,yes,bad
<0,25,existing paid,used car,16107,<100,1<=X<4,4,male single,none,2,no known property,48,stores,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,30,all paid,new car,8876,<100,>=7,2,male div/sep,none,4,life insurance,48,none,own,2,skilled,1,none,yes,bad
0<=X<200,58,existing paid,furniture/equipment,13318,<100,>=7,4,male single,none,2,car,57,none,own,1,unskilled resident,1,yes,yes,good
<0,35,all paid,new car,17117,no known savings,>=7,4,male single,none,2,real estate,75,none,own,2,skilled,2,none,yes,good
0<=X<200,63,critical/other existing credit,used car,14969,<100,<1,3,male single,none,3,car,66,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,31,existing paid,radio/tv,1783,no known savings,>=7,2,male single,co applicant,3,life insurance,65,none,own,1,skilled,1,none,yes,good
no checking,31,existing paid,new car,16803,no known savings,1<=X<4,4,male single,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,28,critical/other existing credit,education,17654,<100,1<=X<4,3,female div/dep/mar,none,1,life insurance,51,none,own,1,skilled,1,yes,yes,bad
no checking,29,delayed previously,new car,7343,<100,<1,4,male single,none,4,real estate,38,none,own,1,skilled,1,none,yes,good
no checking,20,existing paid,used car,13406,<100,1<=X<4,4,male single,none,3,no known property,72,none,for free,2,unskilled resident,1,none,yes,good
<0,10,existing paid,radio/tv,17481,>=1000,<1,2,female div/dep/mar,none,4,life insurance,40,bank,rent,2,skilled,1,yes,yes,bad
no checking,59,existing paid,used car,14035,<100,1<=X<4,4,male single,none,2,real estate,59,none,for free,1,skilled,1,none,yes,good
no checking,67,delayed previously,new car,15841,<100,1<=X<4,2,male single,none,3,life insurance,39,none,own,1,skilled,1,yes,yes,good
<0,23,critical/other existing credit,furniture/equipment,14944,<100,>=7,4,male single,none,4,life insurance,55,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,41,delayed previously,used car,3596,no known savings,>=7,2,female div/dep/mar,none,4,car,72,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,61,existing paid,education,4263,>=1000,1<=X<4,4,male single,none,2,no known property,45,bank,own,2,unskilled resident,1,yes,yes,bad
no checking,19,critical/other existing credit,used car,281,<100,>=7,2,female div/dep/mar,none,2,life insurance,56,stores,own,1,unskilled resident,1,none,yes,good
<0,54,existing paid,radio/tv,11406,100<=X<500,>=7,2,female div/dep/mar,none,3,no known property,53,none,own,2,skilled,1,none,yes,bad
<0,30,all paid,retraining,10554,<100,>=7,2,male mar/wid,none,4,car,56,stores,rent,1,skilled,1,none,yes,bad
0<=X<200,54,existing paid,furniture/equipment,8127,<100,<1,4,male single,none,2,real estate,58,none,own,1,skilled,2,none,yes,bad
0<=X<200,19,critical/other existing credit,business,6420,no known savings,4<=X<7,3,male single,none,4,car,24,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,63,existing paid,furniture/equipment,12328,<100,>=7,4,male div/sep,none,4,life insurance,50,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,43,delayed previously,business,2565,<100,4<=X<7,2,male single,none,4,car,34,none,own,1,skilled,1,none,yes,good
0<=X<200,70,existing paid,new car,315,<100,1<=X<4,4,male single,none,3,no known property,46,none,own,2,skilled,1,yes,yes,good
no checking,5,existing paid,radio/tv,12670,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,34,none,own,1,skilled,2,none,yes,bad
<0,51,existing paid,furniture/equipment,7783,>=1000,4<=X<7,2,male single,none,4,no known property,45,none,rent,1,unskilled resident,1,none,yes,good
<0,55,existing paid,furniture/equipment,14454,100<=X<500,1<=X<4,3,female div/dep/mar,none,4,car,71,none,own,2,skilled,1,none,yes,bad
no checking,27,critical/other existing credit,radio/tv,15567,500<=X<1000,<1,3,male single,none,4,life insurance,21,none,rent,1,skilled,1,yes,yes,good
no checking,5,existing paid,radio/tv,15707,<100,1<=X<4,2,male single,none,2,car,67,none,own,2,skilled,1,yes,yes,good
0<=X<200,68,delayed previously,new car,17218,<100,>=7,2,female div/dep/mar,none,4,life insurance,39,bank,rent,1,unskilled resident,1,yes,yes,bad
0<=X<200,23,critical/other existing credit,new car,5494,<100,>=7,4,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,2,yes,yes,good
<0,37,critical/other existing credit,radio/tv,8404,<100,<1,2,female div/dep/mar,none,2,car,56,none,own,2,skilled,1,none,yes,bad
0<=X<200,44,existing paid,radio/tv,18382,<100,>=7,4,female div/dep/mar,none,4,real estate,48,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,44,existing paid,business,12072,no known savings,1<=X<4,4,male single,none,3,life insurance,40,none,for free,1,skilled,1,yes,yes,bad
<0,26,existing paid,radio/tv,2142,<100,4<=X<7,3,male single,none,4,car,37,none,rent,1,skilled,1,yes,yes,good
<0,41,critical/other existing credit,business,7268,<100,>=7,4,male div/sep,none,2,real estate,49,none,own,2,skilled,1,none,yes,bad
0<=X<200,47,critical/other existing credit,radio/tv,10871,<100,>=7,1,male div/sep,none,4,real estate,38,none,rent,1,skilled,2,none,yes,good
<0,70,existing paid,used car,1223,<100,>=7,4,male single,none,3,life insurance,65,none,own,1,skilled,1,yes,yes,good
0<=X<200,65,critical/other existing credit,new car,11084,no known savings,1<=X<4,2,male single,none,4,life insurance,37,none,own,2,high qualif/self emp/mgmt,2,yes,yes,bad
<0,15,existing paid,radio/tv,6865,<100,>=7,4,female div/dep/mar,none,2,life insurance,20,none,own,1,skilled,1,none,yes,bad
0<=X<200,33,delayed previously,radio/tv,4579,<100,<1,4,female div/dep/mar,none,4,real estate,58,none,rent,2,high qualif/self emp/mgmt,1,yes,no,good
<0,68,existing paid,new car,1727,500<=X<1000,4<=X<7,4,male single,none,4,real estate,57,none,own,2,unskilled resident,1,none,yes,good
no checking,44,critical/other existing credit,furniture/equipment,7579,<100,4<=X<7,4,female div/dep/mar,none,2,car,45,none,own,2,unskilled resident,1,none,yes,good
>=200,23,existing paid,business,6694,<100,4<=X<7,3,male div/sep,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,9,critical/other existing credit,furniture/equipment,16635,<100,1<=X<4,1,male single,none,4,real estate,63,bank,own,2,skilled,1,none,yes,bad
no checking,7,critical/other existing credit,furniture/equipment,11656,<100,>=7,4,male single,none,4,life insurance,72,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,13,critical/other existing credit,furniture/equipment,7093,no known savings,<1,1,male single,none,4,car,45,none,own,1,skilled,1,yes,yes,good
<0,54,no credits/all paid,new car,6222,>=1000,unemployed,4,male single,none,4,real estate,33,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,41,existing paid,furniture/equipment,15545,<100,4<=X<7,1,male single,none,2,real estate,30,none,rent,2,skilled,1,none,yes,good
>=200,4,existing paid,furniture/equipment,5355,no known savings,1<=X<4,4,female div/dep/mar,none,2,real estate,65,none,own,1,skilled,1,none,yes,bad
no checking,11,existing paid,new car,11181,<100,>=7,2,female div/dep/mar,none,2,car,32,none,own,1,skilled,1,none,yes,bad
0<=X<200,66,all paid,radio/tv,7952,<100,1<=X<4,3,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,yes,yes,good
<0,36,critical/other existing credit,furniture/equipment,14386,<100,<1,4,female div/dep/mar,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,18,existing paid,repairs,2849,<100,>=7,3,male single,none,1,car,44,none,for free,1,skilled,1,yes,yes,good
0<=X<200,34,existing paid,education,2485,<100,1<=X<4,2,male single,none,4,car,55,none,own,2,skilled,1,yes,yes,good
no checking,24,existing paid,new car,5723,100<=X<500,<1,3,male mar/wid,none,4,life insurance,38,stores,own,3,skilled,1,none,yes,good
>=200,6,existing paid,radio/tv,268,no known savings,4<=X<7,2,male single,none,4,car,28,none,own,2,skilled,1,none,yes,good
0<=X<200,69,existing paid,furniture/equipment,1108,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,yes,good
no checking,38,existing paid,education,5630,<100,4<=X<7,2,female div/dep/mar,none,2,car,36,none,own,1,unskilled resident,1,yes,yes,good
>=200,44,critical/other existing credit,new car,3282,<100,1<=X<4,3,male single,none,4,car,48,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,62,existing paid,radio/tv,7721,<100,>=7,2,male single,none,2,life insurance,48,none,rent,1,skilled,1,yes,yes,bad
<0,19,critical/other existing credit,radio/tv,4969,<100,>=7,4,male single,none,1,life insurance,43,none,own,2,skilled,1,yes,yes,bad
<0,59,critical/other existing credit,used car,13193,<100,4<=X<7,3,male single,none,4,real estate,42,none,own,1,unskilled resident,1,none,yes,good
<0,48,existing paid,new car,5113,no known savings,<1,2,male single,none,1,car,28,none,rent,1,unemp/unskilled non res,1,none,yes,good
<0,62,critical/other existing credit,radio/tv,4288,<100,>=7,3,male single,none,4,car,20,stores,own,1,skilled,1,yes,yes,good
<0,53,existing paid,radio/tv,3096,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,56,none,own,1,skilled,2,yes,yes,good
0<=X<200,15,critical/other existing credit,used car,8314,<100,4<=X<7,1,male single,none,4,life insurance,50,none,own,2,unskilled resident,1,none,yes,good
<0,15,existing paid,radio/tv,11644,<100,1<=X<4,4,male single,none,2,car,53,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
no checking,36,critical/other existing credit,furniture/equipment,6872,<100,>=7,3,female div/dep/mar,none,4,car,69,bank,own,2,unskilled resident,1,none,yes,good
<0,52,critical/other existing credit,radio/tv,12545,500<=X<1000,4<=X<7,2,male single,none,1,no known property,55,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,24,critical/other existing credit,new car,12032,<100,<1,4,female div/dep/mar,none,4,car,25,none,rent,1,unskilled resident,1,yes,yes,good
0<=X<200,63,critical/other existing credit,vacation,1409,100<=X<500,1<=X<4,3,male mar/wid,none,2,car,25,bank,own,2,unemp/unskilled non res,1,none,yes,good
no checking,55,existing paid,used car,4876,<100,>=7,2,male div/sep,none,4,car,45,none,own,2,skilled,1,none,yes,good
<0,57,all paid,furniture/equipment,3972,<100,unemployed,4,male single,none,2,car,28,stores,for free,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,42,existing paid,new car,11880,<100,>=7,4,female div/dep/mar,none,1,no known property,51,none,rent,1,skilled,2,yes,yes,bad
no checking,52,existing paid,new car,11524,>=1000,4<=X<7,4,male single,none,3,real estate,61,none,own,1,unskilled resident,1,none,yes,good
no checking,67,delayed previously,furniture/equipment,15138,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,73,stores,own,2,skilled,2,none,yes,bad
no checking,29,existing paid,used car,6839,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,no known property,25,bank,own,1,skilled,1,none,yes,good
<0,10,critical/other existing credit,education,15723,<100,1<=X<4,4,male single,none,2,car,24,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
<0,65,delayed previously,new car,2493,>=1000,>=7,1,male mar/wid,none,2,car,24,stores,own,2,skilled,1,none,yes,bad
no checking,27,critical/other existing credit,furniture/equipment,8427,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,31,none,own,1,skilled,1,none,yes,good
no checking,43,existing paid,furniture/equipment,2010,100<=X<500,>=7,4,female div/dep/mar,none,2,real estate,66,none,own,2,skilled,1,yes,yes,good
>=200,50,critical/other existing credit,new car,16452,<100,1<=X<4,1,male single,none,2,car,31,none,own,2,skilled,2,none,yes,bad
>=200,11,critical/other existing credit,new car,5692,no known savings,<1,3,male single,none,4,car,20,none,own,2,skilled,1,none,yes,good
0<=X<200,57,existing paid,furniture/equipment,15215,<100,unemployed,1,male mar/wid,none,2,life insurance,37,bank,own,1,unskilled resident,1,yes,yes,good
no checking,12,existing paid,furniture/equipment,3486,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,69,none,own,2,skilled,1,none,yes,bad
<0,6,critical/other existing credit,furniture/equipment,15861,<100,>=7,3,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,bad
0<=X<200,57,existing paid,radio/tv,8485,no known savings,1<=X<4,4,female div/dep/mar,none,2,real estate,68,none,for free,1,skilled,1,none,yes,good
0<=X<200,24,existing paid,radio/tv,16079,<100,1<=X<4,2,female div/dep/mar,none,3,no known property,75,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,51,existing paid,new car,8930,>=1000,1<=X<4,4,male single,none,2,real estate,56,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,50,existing paid,furniture/equipment,11590,<100,1<=X<4,2,male single,none,4,car,20,bank,own,2,unskilled resident,1,yes,yes,good
<0,71,existing paid,business,9398,<100,1<=X<4,4,male single,none,1,no known property,69,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,66,all paid,radio/tv,10556,<100,>=7,4,female div/dep/mar,none,2,car,44,none,own,1,skilled,1,none,yes,good
0<=X<200,19,no credits/all paid,radio/tv,17749,no known savings,1<=X<4,4,male single,none,2,life insurance,24,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
>=200,8,existing paid,used car,18415,100<=X<500,1<=X<4,4,male single,none,4,car,38,none,own,1,skilled,1,yes,yes,good
<0,14,critical/other existing credit,radio/tv,11268,no known savings,<1,4,male mar/wid,none,4,life insurance,41,none,own,2,skilled,1,yes,yes,bad
0<=X<200,32,existing paid,radio/tv,11392,<100,>=7,1,female div/dep/mar,none,3,real estate,72,none,own,2,skilled,2,none,yes,good
0<=X<200,51,critical/other existing credit,radio/tv,9796,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,no known property,33,none,own,2,unskilled resident,2,none,yes,good
<0,18,existing paid,business,3526,100<=X<500,<1,4,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,none,yes,bad
0<=X<200,37,existing paid,new car,17082,<100,4<=X<7,3,male single,none,1,car,46,none,own,2,unskilled resident,2,none,yes,bad
<0,63,existing paid,new car,16258,no known savings,4<=X<7,2,female div/dep/mar,none,2,life insurance,53,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
<0,65,existing paid,radio/tv,4422,no known savings,1<=X<4,3,male mar/wid,none,2,real estate,29,none,own,1,unskilled resident,1,none,yes,good
no checking,5,existing paid,domestic appliance,13433,no known savings,1<=X<4,3,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,yes,yes,bad
0<=X<200,22,delayed previously,new car,13086,500<=X<1000,>=7,3,male single,co applicant,1,car,75,none,rent,1,skilled,2,yes,yes,good
no checking,52,existing paid,used car,9239,<100,<1,4,female div/dep/mar,none,2,car,72,none,own,1,skilled,1,yes,yes,good
<0,31,delayed previously,new car,13990,<100,>=7,3,male single,none,2,car,68,bank,own,2,skilled,1,none,yes,good
no checking,51,delayed previously,used car,13352,no known savings,4<=X<7,1,male single,none,1,car,67,none,own,2,unskilled resident,2,yes,yes,bad
no checking,40,existing paid,radio/tv,15607,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,69,none,own,4,skilled,1,yes,yes,bad
>=200,52,all paid,furniture/equipment,15863,500<=X<1000,1<=X<4,4,male mar/wid,none,4,life insurance,69,none,own,1,skilled,1,none,yes,bad
0<=X<200,51,critical/other existing credit,furniture/equipment,3576,500<=X<1000,1<=X<4,4,male single,none,2,real estate,42,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,32,existing paid,furniture/equipment,969,100<=X<500,>=7,4,male mar/wid,none,4,life insurance,39,none,own,1,skilled,1,none,yes,good
0<=X<200,63,all paid,new car,18156,no known savings,1<=X<4,2,male single,none,4,real estate,67,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,32,critical/other existing credit,used car,1319,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,54,none,own,2,unskilled resident,1,none,yes,good
no checking,61,all paid,radio/tv,7999,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,25,none,own,2,skilled,1,none,yes,good
no checking,51,delayed previously,business,13185,<100,>=7,4,female div/dep/mar,none,2,no known property,23,none,own,2,unskilled resident,1,yes,yes,good
<0,26,critical/other existing credit,education,5137,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,47,none,rent,2,unemp/unskilled non res,1,none,yes,good
no checking,30,existing paid,new car,11517,<100,>=7,3,female div/dep/mar,none,2,no known property,34,none,own,2,skilled,1,none,yes,good
no checking,10,existing paid,retraining,8194,<100,1<=X<4,3,female div/dep/mar,none,2,car,24,none,own,2,skilled,1,none,yes,good
<0,52,existing paid,radio/tv,16184,no known savings,unemployed,2,male single,none,1,no known property,32,none,own,1,skilled,1,yes,yes,bad
<0,57,existing paid,radio/tv,12997,no known savings,<1,2,male single,none,4,real estate,70,none,own,2,skilled,1,none,yes,good
no checking,71,existing paid,furniture/equipment,10755,<100,1<=X<4,4,female div/dep/mar,none,3,car,20,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
>=200,45,delayed previously,furniture/equipment,13699,<100,<1,4,female div/dep/mar,none,4,no known property,43,none,rent,1,skilled,1,none,yes,good
no checking,62,all paid,used car,11947,no known savings,unemployed,4,male single,none,3,real estate,49,none,for free,1,skilled,1,none,yes,bad
<0,47,existing paid,new car,4389,<100,>=7,3,female div/dep/mar,none,4,real estate,68,none,own,2,skilled,2,none,yes,good
no checking,29,critical/other existing credit,new car,15471,<100,>=7,1,female div/dep/mar,none,3,life insurance,68,none,own,1,skilled,1,yes,yes,good
<0,26,critical/other existing credit,used car,7337,<100,4<=X<7,1,female div/dep/mar,guarantor,3,no known property,31,none,own,1,unskilled resident,1,none,yes,good
<0,11,existing paid,furniture/equipment,882,<100,<1,3,male mar/wid,none,4,car,36,none,rent,2,skilled,1,none,yes,good
<0,56,existing paid,radio/tv,2449,<100,<1,3,male single,none,4,car,35,stores,rent,2,skilled,1,yes,yes,bad
no checking,17,delayed previously,furniture/equipment,14798,no known savings,<1,4,female div/dep/mar,none,1,real estate,63,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
no checking,10,existing paid,new car,11505,<100,4<=X<7,1,male single,co applicant,2,real estate,46,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,business,17256,<100,>=7,4,male single,none,4,car,30,none,own,1,skilled,1,none,yes,good
0<=X<200,6,existing paid,business,6323,<100,1<=X<4,2,male single,none,4,real estate,53,none,own,1,skilled,2,none,yes,good
no checking,20,critical/other existing credit,radio/tv,16994,<100,<1,4,male single,none,3,car,40,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,47,existing paid,business,10809,100<=X<500,1<=X<4,3,male single,co applicant,3,no known property,57,none,own,1,skilled,1,yes,yes,good
no checking,49,existing paid,radio/tv,16347,500<=X<1000,1<=X<4,1,female div/dep/mar,none,4,real estate,19,bank,rent,3,skilled,1,yes,yes,bad
0<=X<200,61,existing paid,business,8651,500<=X<1000,1<=X<4,4,male div/sep,none,3,car,55,bank,own,1,skilled,1,yes,yes,bad
0<=X<200,31,existing paid,new car,11909,<100,4<=X<7,4,male single,co applicant,4,real estate,39,none,own,1,unskilled resident,1,none,yes,bad
0<=X<200,17,critical/other existing credit,furniture/equipment,9372,no known savings,4<=X<7,3,male single,none,1,car,19,none,rent,1,unskilled resident,1,none,yes,good
0<=X<200,12,critical/other existing credit,new car,14144,no known savings,<1,3,male single,none,4,real estate,22,none,rent,1,skilled,1,none,yes,good
no checking,29,critical/other existing credit,new car,1127,500<=X<1000,unemployed,1,male single,none,4,car,50,none,own,1,skilled,1,none,yes,good
0<=X<200,5,no credits/all paid,new car,14025,<100,>=7,4,male mar/wid,none,4,life insurance,19,bank,own,1,skilled,1,yes,yes,good
<0,37,existing paid,radio/tv,10941,<100,<1,4,female div/dep/mar,none,2,life insurance,31,none,own,2,skilled,1,yes,yes,good
no checking,22,existing paid,radio/tv,16360,<100,unemployed,1,male single,guarantor,2,car,64,none,own,1,skilled,1,none,yes,bad
0<=X<200,42,no credits/all paid,radio/tv,2773,100<=X<500,<1,2,male single,none,2,real estate,65,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,16,existing paid,new car,12793,<100,unemployed,4,male mar/wid,none,4,car,35,bank,own,1,high qualif/self emp/mgmt,2,none,yes,bad
no checking,8,critical/other existing credit,repairs,6520,<100,1<=X<4,2,male mar/wid,guarantor,4,life insurance,30,bank,rent,1,skilled,1,none,yes,good
no checking,53,existing paid,radio/tv,5338,no known savings,>=7,4,male single,none,2,car,25,bank,for free,1,unemp/unskilled non res,1,none,yes,good
<0,26,existing paid,furniture/equipment,7814,no known savings,1<=X<4,3,female div/dep/mar,none,4,real estate,73,none,own,1,skilled,1,none,yes,good
no checking,32,existing paid,radio/tv,7316,no known savings,1<=X<4,4,male single,none,4,car,69,none,rent,1,skilled,1,yes,yes,good
no checking,29,no credits/all paid,used car,6795,<100,4<=X<7,3,female div/dep/mar,none,1,real estate,73,none,own,1,skilled,1,yes,yes,good
0<=X<200,60,existing paid,furniture/equipment,2571,100<=X<500,1<=X<4,2,male single,none,3,life insurance,21,stores,own,1,skilled,1,none,yes,bad
<0,4,critical/other existing credit,business,13382,<100,>=7,1,male mar/wid,none,4,real estate,68,none,own,1,unskilled resident,1,none,yes,bad
no checking,31,critical/other existing credit,used car,8580,<100,>=7,4,male single,none,3,car,44,none,own,1,skilled,2,none,yes,good
no checking,65,critical/other existing credit,furniture/equipment,8544,<100,unemployed,4,male single,none,4,real estate,49,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,50,existing paid,vacation,13803,<100,>=7,4,male single,none,3,no known property,54,none,for free,1,skilled,1,yes,yes,bad
no checking,62,existing paid,radio/tv,5583,<100,1<=X<4,4,male single,guarantor,4,no known property,44,none,own,1,skilled,1,yes,yes,bad
no checking,34,existing paid,new car,8108,no known savings,>=7,2,female div/dep/mar,none,1,real estate,21,none,own,1,skilled,1,none,yes,good
<0,52,existing paid,new car,5639,<100,1<=X<4,1,male single,none,3,car,62,bank,for free,1,unskilled resident,1,yes,yes,bad
0<=X<200,8,critical/other existing credit,new car,3455,500<=X<1000,>=7,4,male mar/wid,none,1,real estate,73,none,rent,1,skilled,1,none,yes,good
<0,34,existing paid,radio/tv,2411,<100,>=7,3,male mar/wid,none,2,life insurance,46,none,for free,1,skilled,1,none,yes,good
no checking,40,existing paid,furniture/equipment,18098,<100,1<=X<4,2,female div/dep/mar,none,2,car,62,none,for free,1,skilled,1,none,yes,good
<0,18,existing paid,new car,893,<100,1<=X<4,1,male single,none,2,car,35,stores,own,2,skilled,1,none,yes,good
>=200,55,existing paid,business,15236,<100,>=7,1,male single,none,4,car,56,none,own,2,skilled,1,yes,yes,good
no checking,72,critical/other existing credit,radio/tv,11878,<100,>=7,2,female div/dep/mar,guarantor,4,life insurance,65,none,own,2,skilled,1,none,yes,good
no checking,14,existing paid,used car,5601,<100,<1,4,female div/dep/mar,none,2,life insurance,48,bank,own,2,skilled,1,none,yes,good
0<=X<200,46,existing paid,furniture/equipment,4803,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,20,none,for free,3,skilled,1,none,yes,bad
no checking,26,existing paid,radio/tv,6768,<100,1<=X<4,4,male mar/wid,none,3,car,26,stores,own,2,skilled,1,none,yes,bad
<0,43,existing paid,new car,5973,<100,unemployed,4,male single,none,4,life insurance,32,none,own,1,skilled,2,none,yes,good
no checking,66,critical/other existing credit,used car,8196,no known savings,1<=X<4,4,male single,none,4,car,55,none,own,1,skilled,1,none,yes,good
<0,5,critical/other existing credit,domestic appliance,860,<100,1<=X<4,3,female div/dep/mar,none,1,real estate,53,none,rent,1,skilled,1,none,yes,good
0<=X<200,50,critical/other existing credit,furniture/equipment,4552,500<=X<1000,>=7,2,male single,none,4,life insurance,60,none,own,2,unskilled resident,2,none,yes,good
no checking,33,critical/other existing credit,radio/tv,1793,100<=X<500,1<=X<4,4,male div/sep,none,4,life insurance,57,none,own,4,unskilled resident,1,yes,yes,good
<0,19,existing paid,furniture/equipment,1716,no known savings,>=7,2,male single,none,3,real estate,29,bank,own,1,unemp/unskilled non res,2,none,yes,good
<0,62,delayed previously,new car,9358,no known savings,unemployed,2,male single,none,4,life insurance,33,none,own,2,skilled,1,none,yes,good
no checking,50,existing paid,new car,14906,<100,1<=X<4,2,female div/dep/mar,none,4,car,20,none,for free,1,skilled,1,none,yes,good
no checking,33,existing paid,furniture/equipment,6486,100<=X<500,1<=X<4,3,male single,guarantor,3,no known property,55,none,own,1,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,13969,no known savings,<1,2,female div/dep/mar,none,4,car,61,none,own,1,unskilled resident,1,yes,yes,bad
no checking,68,no credits/all paid,new car,17815,<100,<1,2,male single,none,4,life insurance,50,stores,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,62,critical/other existing credit,education,9293,<100,<1,3,male single,none,2,real estate,58,none,own,1,skilled,1,none,yes,good
<0,67,existing paid,business,4786,<100,1<=X<4,4,male single,none,2,no known property,31,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,11,delayed previously,radio/tv,17353,no known savings,1<=X<4,3,female div/dep/mar,none,2,real estate,61,none,for free,2,skilled,1,yes,yes,good
<0,55,delayed previously,education,10456,>=1000,1<=X<4,4,male div/sep,none,4,no known property,35,none,own,2,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,used car,3892,<100,1<=X<4,2,male mar/wid,none,4,life insurance,33,none,own,1,unskilled resident,2,yes,yes,bad
>=200,61,delayed previously,business,12312,<100,>=7,2,female div/dep/mar,co applicant,1,life insurance,51,none,rent,2,unskilled resident,2,yes,yes,good
0<=X<200,52,existing paid,new car,16697,<100,>=7,3,male single,none,4,no known property,69,none,own,1,unemp/unskilled non res,2,none,no,bad
0<=X<200,35,all paid,business,13305,<100,1<=X<4,3,male mar/wid,none,4,real estate,34,bank,own,1,skilled,1,none,yes,good
